text_index,true_equation,gpm_equation,mlp_y,gpm_y,mlp_rel_err,gpm_rel_err,mlp_train_time,gpm_train_time
30,-0.53*x1-0.76*sin(x1-0.43),"mul(add(add(X0, -0.045), -0.045), sin(mul(X0, -0.906)))","[-1.25707367 -1.16310219 -1.06913072 -0.97515924 -0.88118776 -0.78721628
 -0.69324481 -0.59927333 -0.50530185 -0.41133037 -0.3173589  -0.22338742
 -0.12941594 -0.03544446  0.05852701  0.15249849  0.24646997  0.25460893
  0.25460893  0.25460893  0.25460893  0.25460893  0.25460893  0.25460893
  0.25460893  0.25460893  0.25460893  0.25460893  0.25460893  0.25460893]","[-0.98537254 -0.74818862 -0.48731033 -0.20455487  0.09793456  0.41770489
  0.75201311  1.09784972  1.45196561  1.8109021   2.17102385  2.52855435
  2.8796136   3.22025776  3.54652019  3.85445357  4.14017276  4.39989776
  4.62999649  4.82702692  4.98777801  5.10930915  5.18898756  5.22452328
  5.2140014   5.15591105  5.04917086  4.89315067  4.68768895  4.43310601]",0.8944704084589996,0.19940769153474897,2.4530227184295654,78.96900987625122
31,sqrt(sin(x1-0.76)),"sqrt(sin(add(-0.760, X0)))","[1.11447969 1.13815809 1.16183648 1.18551487 1.20919327 1.23287166
 1.25655006 1.28022845 1.30390685 1.32758524 1.35126363 1.37494203
 1.39862042 1.42229882 1.44597721 1.46965561 1.493334   1.51701239
 1.54069079 1.56436918 1.58804758 1.61172597 1.63540437 1.65908276
 1.68276115 1.70643955 1.73011794 1.75379634 1.77747473 1.80115313]","[0.84758668 0.80334758 0.75225209 0.69335773 0.62514258 0.5449374
 0.44737367 0.31832352 0.03878238 0.3135869  0.44406645 0.54229418
 0.62292259 0.69145141 0.75060007 0.80191432 0.84634944 0.88452873
 0.9168737  0.94367585 0.96513886 0.98140448 0.99256888 0.99869288
 0.99980818 0.99592042 0.98700976 0.97302891 0.95389848 0.92949864]",0.5320002349524273,2.2544207242096944e-05,1.5854637622833252,11.95898962020874
32,0.34*x1**2-0.05*x1-0.08,"mul(add(X0, -0.621), mul(0.418, X0))","[2.96645979 3.13821835 3.30997691 3.48173546 3.61732221 3.74206274
 3.86680327 3.9915438  4.11628433 4.24102486 4.36576539 4.49050592
 4.61524645 4.73998698 4.86472751 4.98946804 5.11420857 5.2389491
 5.36368963 5.48843016 5.61317069 5.73791122 5.86265175 5.98739228
 6.11213281 6.23687334 6.36161387 6.4863544  6.61109493 6.73583546]","[ 3.21544893  3.45304233  3.69900255  3.9533296   4.21602348  4.48708419
  4.76651172  5.05430608  5.35046727  5.65499528  5.96789012  6.28915179
  6.61878029  6.95677562  7.30313777  7.65786675  8.02096255  8.39242519
  8.77225465  9.16045094  9.55701405  9.96194399 10.37524076 10.79690436
 11.22693479 11.66533204 12.11209612 12.56722703 13.03072476 13.50258932]",0.07759764870396962,0.012519968327370321,2.1463675498962402,76.76666069030762
33,sqrt(2)*sqrt(x1),"sqrt(add(X0, X0))","[2.56062785 2.61450167 2.66837548 2.7222493  2.77612311 2.82999693
 2.88387074 2.93774456 2.99161837 3.04549219 3.099366   3.15323982
 3.20711363 3.26098744 3.31486126 3.36873507 3.42260889 3.4764827
 3.53035652 3.58423033 3.63810415 3.69197796 3.74585178 3.79972559
 3.85359941 3.90747322 3.96134704 4.01522085 4.06909467 4.12296848]","[2.48997992 2.52982213 2.56904652 2.60768096 2.64575131 2.68328157
 2.7202941  2.75680975 2.79284801 2.82842712 2.86356421 2.89827535
 2.93257566 2.96647939 3.         3.03315018 3.06594194 3.09838668
 3.13049517 3.16227766 3.19374388 3.2249031  3.25576412 3.28633535
 3.31662479 3.34664011 3.3763886  3.40587727 3.43511281 3.46410162]",0.014021335575678142,1.004010551753622e-06,0.5235369205474854,4.215797185897827
34,x1**2+0.09*x1+0.69,"add(mul(X0, X0), 0.821)","[10.25721052 10.62736838 10.99752625 11.36768412 11.73784198 12.10799985
 12.47815772 12.84831559 13.21847345 13.58863132 13.95878919 14.32894705
 14.69910492 15.06926279 15.43942065 15.80957852 16.17973639 16.54989425
 16.92005212 17.29020999 17.66036786 18.03052572 18.40068359 18.77084146
 19.14099932 19.51115719 19.88131506 20.25147292 20.62163079 20.99178866]","[10.43081001 11.06081001 11.71081001 12.38081001 13.07081001 13.78081001
 14.51081001 15.26081001 16.03081001 16.82081001 17.63081001 18.46081001
 19.31081001 20.18081001 21.07081001 21.98081001 22.91081001 23.86081001
 24.83081001 25.82081001 26.83081001 27.86081001 28.91081001 29.98081001
 31.07081001 32.18081001 33.31081001 34.46081001 35.63081001 36.82081001]",0.08516536871356767,0.0001771620476774704,2.010854959487915,76.53346228599548
35,0.97*sqrt(-x1),"sqrt(mul(X0, log(div(0.233, -0.597))))","[1.72797707 1.76072756 1.79347806 1.82622855 1.85897904 1.89172954
 1.92448003 1.95723053 1.98998102 2.02273152 2.05548201 2.08823251
 2.120983   2.1537335  2.18648399 2.21923449 2.25198498 2.28473547
 2.31748597 2.35023646 2.38298696 2.41573745 2.44848795 2.48123844
 2.51398894 2.54673943 2.57948993 2.61224042 2.64499091 2.67774141]","[1.70918983 1.7365386  1.76346329 1.78998302 1.81611554 1.84187733
 1.86728374 1.89234907 1.91708671 1.94150918 1.96562823 1.9894549
 2.01299956 2.03627201 2.05928146 2.08203664 2.1045458  2.12681675
 2.14885689 2.17067325 2.19227253 2.21366106 2.2348449  2.25582982
 2.27662132 2.29722464 2.31764482 2.33788664 2.35795471 2.37785341]",0.005318554800694487,3.231931265551328e-06,2.628779649734497,8.43714165687561
36,-sin(0.14*x1**2-0.53*x1),"div(sin(log(X0)), mul(log(X0), exp(0.916)))","[0.48762492 0.49671205 0.50579917 0.5148863  0.52397342 0.53306055
 0.54214767 0.5512348  0.56032192 0.56940904 0.57849617 0.58758329
 0.59667042 0.60575754 0.61484467 0.62284336 0.63016225 0.63748114
 0.64480002 0.65211891 0.6594378  0.66675669 0.67407557 0.68139446
 0.68871335 0.69603224 0.70335112 0.71067001 0.7179889  0.72530779]","[0.32015222 0.3159031  0.31170441 0.30755774 0.30346422 0.29942463
 0.29543947 0.29150897 0.28763317 0.28381195 0.28004502 0.27633201
 0.27267241 0.26906569 0.2655112  0.26200827 0.25855618 0.25515419
 0.25180152 0.24849738 0.24524096 0.24203146 0.23886806 0.23574994
 0.2326763  0.22964632 0.22665919 0.22371414 0.22081036 0.21794709]",1.4455105631422949,0.7172229904274332,0.6507835388183594,71.48750758171082
37,0.85*sqrt(0.1*x1-1),"sin(exp(mul(mul(log(-0.967), add(X0, 0.086)), add(sin(0.802), div(X0, X0)))))","[0.71430612 0.70886119 0.70341626 0.69797133 0.6925264  0.68708147
 0.68163654 0.67619161 0.67074667 0.66530174 0.65985681 0.65441188
 0.64896695 0.64352202 0.64005631 0.64335527 0.64665424 0.64995321
 0.65325217 0.65655114 0.6598501  0.66314907 0.66644804 0.669747
 0.67304597 0.67634493 0.6796439  0.68294287 0.68624183 0.6895408 ]","[0.73820584 0.73493952 0.73167521 0.72841316 0.72515363 0.72189687
 0.71864312 0.71539262 0.7121456  0.70890229 0.70566292 0.70242769
 0.69919683 0.69597054 0.69274902 0.68953248 0.6863211  0.68311508
 0.6799146  0.67671984 0.67353098 0.67034818 0.66717163 0.66400147
 0.66083787 0.65768099 0.65453098 0.65138798 0.64825214 0.64512359]",0.001989961742656106,0.0015699415363429486,0.3391239643096924,64.03944635391235
38,sin(0.56*sqrt(x1)),"sqrt(sin(sin(mul(X0, 0.292))))","[0.84652505 0.85589927 0.86527349 0.87464771 0.88402193 0.89339615
 0.90277037 0.91214459 0.92151881 0.93089303 0.94026725 0.94964147
 0.95901569 0.96838991 0.97776413 0.98713835 0.99651257 1.00588679
 1.01526101 1.02463523 1.03400945 1.04338367 1.05275789 1.06213211
 1.07150633 1.08088055 1.09025477 1.09962899 1.10682704 1.11401952]","[0.84155109 0.84887387 0.85572907 0.86213501 0.86810925 0.87366861
 0.87882918 0.8836063  0.88801457 0.89206782 0.89577911 0.8991607
 0.90222402 0.90497969 0.90743744 0.90960615 0.91149379 0.91310741
 0.91445311 0.91553607 0.91636048 0.91692957 0.91724557 0.91730974
 0.91712232 0.91668257 0.91598877 0.91503819 0.91382713 0.91235091]",0.00524605917276951,0.001086170818747046,0.8643462657928467,4.1604087352752686
39,1.99*x1+0.57,"add(0.553, add(X0, X0))","[ 6.71674259  6.91288669  7.10903079  7.30517489  7.50131899  7.69746309
  7.89360719  8.08975129  8.28589539  8.48203949  8.6781836   8.8743277
  9.0704718   9.2666159   9.46276     9.6589041   9.8550482  10.0511923
 10.2473364  10.4434805  10.6396246  10.8357687  11.03191281 11.22805691
 11.42420101 11.62034511 11.81648921 12.01263331 12.20877741 12.40492151]","[ 6.7534782  6.9534782  7.1534782  7.3534782  7.5534782  7.7534782
  7.9534782  8.1534782  8.3534782  8.5534782  8.7534782  8.9534782
  9.1534782  9.3534782  9.5534782  9.7534782  9.9534782 10.1534782
 10.3534782 10.5534782 10.7534782 10.9534782 11.1534782 11.3534782
 11.5534782 11.7534782 11.9534782 12.1534782 12.3534782 12.5534782]",3.620583996598362e-05,1.2382941347258817e-05,2.875657558441162,8.626684427261353
40,sqrt(sin(0.06*x1+0.44)),0.715,"[0.77238969 0.77613068 0.77987167 0.78361266 0.78735365 0.79109464
 0.79483563 0.79857662 0.80231761 0.8060586  0.80979959 0.81354058
 0.81728157 0.82102256 0.82476355 0.82850454 0.83224553 0.83598652
 0.83972751 0.8434685  0.84720949 0.85095048 0.85469147 0.85843246
 0.86217345 0.86591444 0.86965543 0.87339642 0.87713741 0.8808784 ]","[0.71488748 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748
 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748
 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748
 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748
 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748 0.71488748]",0.00017109962142368516,0.010840999040517583,0.597325325012207,71.13463020324707
41,0.45*x1**2,"mul(exp(log(div(X0, -0.738))), mul(X0, 0.335))","[4.00958967 4.10084097 4.19209227 4.28334357 4.37459487 4.46584617
 4.55709747 4.64834877 4.73960007 4.83085137 4.92210267 5.01335397
 5.10460527 5.19585657 5.28710787 5.37835917 5.46961047 5.56086177
 5.65211307 5.74336437 5.83461567 5.92586697 6.01711827 6.10836957
 6.19962087 6.29087217 6.38212347 6.47337477 6.56462607 6.65587737]","[ 4.36469924  4.65083457  4.94605356  5.25035622  5.56374253  5.88621251
  6.21776614  6.55840344  6.9081244   7.26692902  7.6348173   8.01178924
  8.39784485  8.79298411  9.19720704  9.61051363 10.03290388 10.46437779
 10.90493536 11.35457659 11.81330149 12.28111004 12.75800226 13.24397814
 13.73903768 14.24318088 14.75640774 15.27871826 15.81011245 16.35059029]",0.18187052062722847,8.709563514962073e-07,1.8105623722076416,12.439337968826294
42,x1**2-0.65*x1-0.02,"mul(sqrt(X0), mul(X0, mul(X0, X0)))","[31.79393264 32.54740172 33.30087081 34.05433989 34.80780897 35.56127805
 36.31474713 37.06821621 37.82168529 38.57515437 39.32862346 40.08209254
 40.83556162 41.5890307  42.34249978 43.09409369 43.84416402 44.59423435
 45.34430467 46.094375   46.84444533 47.59451565 48.34458598 49.09465631
 49.84472663 50.59479696 51.34486729 52.09493762 52.84500794 53.59507827]","[ 52.45246811  58.61718039  65.28280247  72.47299507  80.21178023
  88.52353591  97.43299089 106.96521986 117.14563871 128.
 139.55438864 151.83521767 164.86922427 178.68346585 193.30531631
 208.76246243 225.08290039 242.29493232 260.42716311 279.50849719
 299.56813546 320.63557234 342.74059284 365.91326978 390.18396102
 415.58330688 442.14222748 469.89192029 498.86385766 529.08978444]",0.5150370754126318,0.043701690994122924,0.837421178817749,83.49067401885986
43,0.97*sqrt(x1**2-0.28*x1-0.35),"exp(log(exp(log(add(X0, -0.300)))))","[2.85943478 2.96726239 3.07508999 3.1829176  3.29074521 3.39857281
 3.50640042 3.61422803 3.72205563 3.82988324 3.93771084 4.04553845
 4.15336606 4.26119366 4.36902127 4.47684888 4.58467648 4.69156107
 4.79746924 4.90337741 5.00928558 5.11519374 5.22110191 5.32701008
 5.43291825 5.53882642 5.64473458 5.75064275 5.85655092 5.96245909]","[2.80025 2.90025 3.00025 3.10025 3.20025 3.30025 3.40025 3.50025 3.60025
 3.70025 3.80025 3.90025 4.00025 4.10025 4.20025 4.30025 4.40025 4.50025
 4.60025 4.70025 4.80025 4.90025 5.00025 5.10025 5.20025 5.30025 5.40025
 5.50025 5.60025 5.70025]",0.0020287470241456555,4.356477606485706e-05,4.667534112930298,80.24944233894348
44,(x1-0.15)**(1/4),"sqrt(sqrt(add(X0, -0.147)))","[1.41450845 1.43948707 1.46446568 1.4894443  1.51442291 1.53940153
 1.56438014 1.58935876 1.61433737 1.63931599 1.66384706 1.68746746
 1.71108786 1.73470826 1.75832866 1.78194906 1.80556946 1.82918986
 1.85281027 1.87643067 1.90005107 1.92367147 1.94729187 1.97091227
 1.99453267 2.01815307 2.04177347 2.06539387 2.08901427 2.11263467]","[1.31084694 1.3218077  1.33250238 1.34294559 1.3531507  1.36313
 1.37289482 1.38245562 1.39182208 1.40100316 1.41000722 1.41884201
 1.42751478 1.4360323  1.44440091 1.45262653 1.46071474 1.46867078
 1.47649959 1.48420581 1.49179383 1.4992678  1.50663164 1.51388905
 1.52104357 1.52809853 1.53505711 1.54192233 1.54869705 1.55538401]",0.05564271552162138,3.5510959565194768e-06,0.43936991691589355,8.202430009841919
45,-sin(0.11*x1),"mul(mul(div(X0, -0.974), log(0.644)), sin(mul(-0.821, 0.315)))","[-0.33365746 -0.3387821  -0.34390675 -0.34903139 -0.35415604 -0.35928069
 -0.36440533 -0.36952998 -0.37465462 -0.37977927 -0.38490392 -0.39002856
 -0.39515321 -0.40027786 -0.4054025  -0.41052715 -0.41565179 -0.42077644
 -0.42590109 -0.43102573 -0.43615038 -0.44127503 -0.44636018 -0.45058964
 -0.45481909 -0.45904855 -0.46327801 -0.46750746 -0.47173692 -0.47596637]","[-0.35839417 -0.36995528 -0.38151638 -0.39307748 -0.40463858 -0.41619969
 -0.42776079 -0.43932189 -0.45088299 -0.46244409 -0.4740052  -0.4855663
 -0.4971274  -0.5086885  -0.52024961 -0.53181071 -0.54337181 -0.55493291
 -0.56649402 -0.57805512 -0.58961622 -0.60117732 -0.61273843 -0.62429953
 -0.63586063 -0.64742173 -0.65898283 -0.67054394 -0.68210504 -0.69366614]",0.009503840728599295,0.0011845564104259836,0.3860130310058594,4.247213363647461
46,2*x1-1.48,"add(add(log(0.464), add(-0.720, X0)), X0)","[4.65399902 4.78876555 4.92351465 5.05678028 5.19004591 5.32331155
 5.45657718 5.58984281 5.72310844 5.85637407 5.98963971 6.12290534
 6.25617097 6.3894366  6.52270223 6.65596787 6.7892335  6.92249913
 7.05576476 7.18903039 7.32229603 7.45556166 7.58882729 7.72209292
 7.85535855 7.98862419 8.12188982 8.25515545 8.38842108 8.52168671]","[ 4.71175882  4.91175882  5.11175882  5.31175882  5.51175882  5.71175882
  5.91175882  6.11175882  6.31175882  6.51175882  6.71175882  6.91175882
  7.11175882  7.31175882  7.51175882  7.71175882  7.91175882  8.11175882
  8.31175882  8.51175882  8.71175882  8.91175882  9.11175882  9.31175882
  9.51175882  9.71175882  9.91175882 10.11175882 10.31175882 10.51175882]",0.017958397635637315,1.383892221414387e-06,2.251436233520508,21.076223611831665
47,0.73*sqrt(x1),"sqrt(mul(-0.525, X0))","[1.25409646 1.24900966 1.24392285 1.23883605 1.23374925 1.22866244
 1.22357564 1.21848883 1.21340203 1.20831523 1.20322842 1.19814162
 1.19305481 1.18796801 1.1828812  1.1777944  1.1727076  1.16762079
 1.16253399 1.15744718 1.15236038 1.14727358 1.14218677 1.13709997
 1.13201316 1.12692636 1.12183955 1.11675275 1.11166595 1.10657914]","[1.2755737  1.29598417 1.31607815 1.33586991 1.35537269 1.3745988
 1.39355968 1.41226601 1.43072779 1.44895436 1.46695448 1.4847364
 1.50230785 1.51967615 1.53684818 1.55383044 1.57062909 1.58724997
 1.6036986  1.61998022 1.63609982 1.65206215 1.66787172 1.68353283
 1.69904959 1.71442591 1.72966556 1.74477209 1.75974895 1.77459942]",0.06138422572606152,8.2035603680586e-06,3.698714017868042,12.046491622924805
48,0.14*x1,0.084,"[-0.20904855 -0.23050157 -0.2519546  -0.27340763 -0.29486065 -0.31631368
 -0.3377667  -0.35921973 -0.38067276 -0.39410177 -0.39028434 -0.38646692
 -0.3826495  -0.37883208 -0.37501466 -0.37119724 -0.36737981 -0.36356239
 -0.35974497 -0.35592755 -0.35211013 -0.34829271 -0.34447528 -0.34065786
 -0.33684044 -0.33302302 -0.3292056  -0.32538818 -0.32157075 -0.31775333]","[0.08422733 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733
 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733
 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733
 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733
 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733 0.08422733]",1.2244306364233322,2.1719401027570964,1.032691240310669,70.91908097267151
49,0.88*(-x1)**(1/4),"sqrt(sqrt(mul(0.579, X0)))","[1.19046725 1.21411576 1.23776428 1.26141279 1.2850613  1.30870981
 1.33235832 1.35600683 1.37965535 1.40330386 1.42695237 1.45060088
 1.47424939 1.4978979  1.52154641 1.54519493 1.56884344 1.59249195
 1.61614046 1.63978897 1.66343748 1.687086   1.71073451 1.73438302
 1.75803153 1.78168004 1.80532855 1.82897706 1.85262558 1.87627409]","[1.15734054 1.16656311 1.17557198 1.18437838 1.19299261 1.20142418
 1.20968187 1.21777384 1.22570764 1.2334903  1.24112838 1.24862799
 1.25599484 1.26323431 1.2703514  1.27735085 1.28423708 1.2910143
 1.29768643 1.3042572  1.31073014 1.31710858 1.32339567 1.32959442
 1.33570765 1.34173809 1.34768829 1.35356071 1.35935768 1.36508142]",0.05050341108600816,1.2720896476407323e-05,2.5682880878448486,8.15412187576294
50,0.82*x1**2-0.84*x1+0.22,"mul(mul(0.832, add(-0.507, X0)), add(X0, -0.540))","[3.89717109 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109
 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109
 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109
 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109
 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109 3.89717109]","[ 5.52113292  5.95799394  6.41148595  6.88160893  7.3683629   7.87174784
  8.39176377  8.92841067  9.48168855 10.05159742 10.63813726 11.24130809
 11.86110989 12.49754268 13.15060644 13.82030119 14.50662691 15.20958362
 15.9291713  16.66538996 17.41823961 18.18772023 18.97383184 19.77657442
 20.59594798 21.43195253 22.28458805 23.15385456 24.03975204 24.9422805 ]",0.46293835599702826,5.213250378336379e-05,4.14188289642334,44.62578988075256
51,sqrt(sin(0.03*x1)),"div(div(div(-0.128, -0.641), sin(-0.740)), div(sqrt(X0), mul(X0, -0.600)))","[0.33849679 0.35183479 0.36517278 0.37851078 0.39184878 0.40518678
 0.41852478 0.43186277 0.44520077 0.45853877 0.47187677 0.48521477
 0.49855276 0.51189076 0.52522876 0.53856676 0.55190476 0.56524275
 0.57858075 0.59191875 0.60525675 0.61859474 0.63193274 0.64527074
 0.65860874 0.67194674 0.68528473 0.69862273 0.71196073 0.72529873]","[0.31244038 0.31743975 0.32236159 0.3272094  0.33198643 0.3366957
 0.34133999 0.34592194 0.35044399 0.35490843 0.35931739 0.36367292
 0.36797689 0.3722311  0.37643723 0.38059689 0.38471157 0.3887827
 0.39281164 0.39679968 0.40074804 0.40465786 0.40853028 0.41236633
 0.41616702 0.41993331 0.42366613 0.42736634 0.43103479 0.43467227]",0.028031483165505234,6.060678745837633e-05,0.34867286682128906,8.494031190872192
52,(x1+0.54)**(1/4),"sqrt(sqrt(add(add(0.590, X0), log(-0.971))))","[1.35974545 1.35791926 1.35609307 1.35426688 1.35244069 1.3506145
 1.34878832 1.34696213 1.34513594 1.34330975 1.34148356 1.33965738
 1.33783119 1.336005   1.33417881 1.33235262 1.33052643 1.32870025
 1.32687406 1.32504787 1.32322168 1.32139549 1.31956931 1.31774312
 1.31591693 1.31409074 1.31226455 1.31043836 1.30861218 1.30678599]","[1.38321584 1.39256707 1.40173362 1.41072379 1.41954529 1.42820533
 1.43671065 1.44506754 1.45328191 1.46135931 1.46930494 1.47712372
 1.48482028 1.49239898 1.49986395 1.50721909 1.51446811 1.5216145
 1.5286616  1.53561256 1.54247039 1.54923796 1.55591798 1.56251305
 1.56902565 1.57545816 1.58181282 1.58809181 1.5942972  1.60043095]",0.014029199471832473,4.667016110920925e-06,0.26129841804504395,8.386350631713867
53,1.8*x1-0.56,"add(-0.515, div(X0, 0.567))","[4.93420627 5.04944016 5.16467404 5.27990792 5.39514181 5.51037569
 5.62560957 5.74084346 5.85607734 5.97131123 6.08654511 6.20177899
 6.31701288 6.43224676 6.54748064 6.66271453 6.77794841 6.89318229
 7.00841618 7.12365006 7.23888394 7.35411783 7.46935171 7.58458559
 7.69981948 7.81505336 7.93028724 8.04552113 8.16075501 8.2759889 ]","[ 4.9550316   5.13147174  5.30791189  5.48435203  5.66079218  5.83723232
  6.01367247  6.19011261  6.36655275  6.5429929   6.71943304  6.89587319
  7.07231333  7.24875348  7.42519362  7.60163376  7.77807391  7.95451405
  8.1309542   8.30739434  8.48383449  8.66027463  8.83671477  9.01315492
  9.18959506  9.36603521  9.54247535  9.7189155   9.89535564 10.07179578]",0.017407133149988464,0.00015098035507205563,1.6394755840301514,79.85848665237427
54,sin(0.62*sqrt(0.63*x1+1)),0.780,"[0.84220842 0.85227257 0.86367469 0.87507681 0.88647893 0.89788104
 0.90928316 0.92068528 0.9320874  0.94348952 0.95489164 0.96629376
 0.97769587 0.98909799 1.00050011 1.01190223 1.02330435 1.03470647
 1.04610858 1.0575107  1.06891282 1.08031494 1.09171706 1.10311918
 1.1145213  1.12592341 1.13732553 1.14872765 1.16012977 1.17153189]","[0.7803716 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716
 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716
 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716
 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716 0.7803716
 0.7803716 0.7803716]",0.009639533217156616,0.02524061806591289,0.37804293632507324,70.75851631164551
